Assuming page size is 4 KB
8
8

Global5: Global memory latency for 128 KB stride.
   Array size (KB), latency (clocks)
   34432, 197.855078
   34560, 197.341406
   34688, 197.558203
   34816, 197.412500
   34944, 198.535547
   35072, 197.499609
   35200, 197.776172
   35328, 197.757422
   35456, 198.089844
   35584, 197.915625
   35712, 198.265234
   35840, 198.064063
   35968, 198.387500
   36096, 198.791797
   36224, 198.444922
   36352, 198.351562
   36480, 198.602734
   36608, 198.473828
   36736, 199.407031
   36864, 198.610938
   36992, 198.847656
   37120, 198.803906
   37248, 199.031641
   37376, 198.991016
   37504, 199.326953
   37632, 199.297266
   37760, 199.576562
   37888, 199.341406
   38016, 199.589453
   38144, 199.435156
   38272, 199.790625
   38400, 199.565625
   38528, 199.854688
   38656, 199.765234
   38784, 199.981641
   38912, 199.871484
   39040, 200.893750
   39168, 200.086719
   39296, 200.290625
   39424, 200.218750
   39552, 200.582812
   39680, 200.505469
   39808, 200.750000
   39936, 201.303125
   40064, 200.817969
   40192, 200.703516
   40320, 200.990234
   40448, 200.895703
   40576, 201.093359
   40704, 200.998047
   40832, 201.231641
   40960, 201.767188
   41088, 201.410156
   41216, 201.236719
   41344, 201.596094
   41472, 201.523438
   41600, 201.814453
   41728, 201.677344
   41856, 201.911719
   41984, 201.785937
   42112, 202.111328
   42240, 202.551172
   42368, 202.426562
   42496, 202.154297
   42624, 202.361719
   42752, 202.273438
   42880, 202.490234
   43008, 202.346875
   43136, 202.614062
   43264, 202.578906
   43392, 202.778516
   43520, 202.733984
   43648, 203.086719
   43776, 202.938672
   43904, 203.316406
   44032, 203.678125
   44160, 204.030859
   44288, 203.173047
   44416, 203.476172
   44544, 203.367969
   44672, 203.607031
   44800, 203.529297
   44928, 203.742188
   45056, 203.602344
   45184, 203.890234
   45312, 203.819141
   45440, 204.076562
   45568, 204.024219
   45696, 204.301172
   45824, 204.223047
   45952, 204.502344
   46080, 204.341797
   46208, 204.589844
   46336, 204.484766
   46464, 204.844531
   46592, 204.627734
   46720, 204.873828
   46848, 204.758984
   46976, 205.019922
   47104, 204.967187
   47232, 205.143359
   47360, 205.020703
   47488, 205.322656
   47616, 205.231641
   47744, 205.589844
   47872, 205.476562
   48000, 205.777734
   48128, 205.639453
   48256, 205.827734
   48384, 205.711719
   48512, 206.013281
   48640, 205.885156
   48768, 206.483984
   48896, 206.094141
   49024, 206.279687
   49152, 206.126563
   49280, 206.430859
   49408, 206.226953
   49536, 206.518750
   49664, 206.535156
   49792, 206.896484
   49920, 206.685937
   50048, 206.948047
   50176, 206.982422
   50304, 207.546875
   50432, 207.494141
   50560, 207.248437
   50688, 207.186719
   50816, 207.377734
   50944, 207.257812
   51072, 207.489844
   51200, 207.401563
   51328, 207.626172
   51456, 207.506641
   51584, 207.737891
   51712, 207.748047
   51840, 208.845703
   51968, 207.606250
   52096, 208.301172
   52224, 208.078125
   52352, 208.373437
   52480, 208.219141
   52608, 208.509766
   52736, 208.396875
   52864, 208.612500
   52992, 208.909375
   53120, 208.452344
   53248, 208.609766
   53376, 208.865234
   53504, 208.907031
   53632, 209.097656
   53760, 209.071094
   53888, 209.286719
   54016, 210.033203
   54144, 209.364453
   54272, 209.289062
   54400, 209.606641
   54528, 209.456641
   54656, 209.831641
   54784, 209.637891
   54912, 210.219141
   55040, 209.769531
   55168, 209.996484
   55296, 209.950000
   55424, 210.305469
   55552, 210.042578
   55680, 210.552734
   55808, 210.275391
   55936, 210.535156
   56064, 210.446875
   56192, 210.719531
   56320, 210.673828
   56448, 210.384375
   56576, 210.768750
   56704, 210.976562
   56832, 210.840234
   56960, 211.180078
   57088, 211.095313
   57216, 211.289844
   57344, 211.113281
